feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,target
17.483570765056164,14.308678494144077,18.23844269050346,22.61514928204013,13.82923312638332,13.829315215254097,22.896064077536955,18.837173645764544,12.652628070325239,17.712800217929825,12.682911535937688,12.671351232148716,16.20981135783017,5.43359877671101,6.375410837434837,12.188562353795136,9.93584439832788,16.571236662976368,10.459879622393945,7.938481493323542,22.32824384460777,13.871118497567322,15.33764102343962,7.8762590689327165,12.278086377374088,15.55461294854933,9.245032112888486,16.87849009172836,11.996806550405974,13.541531251033616,1
14.389760326623618,29.113669107053624,17.919016651572395,11.653734426264597,22.93526947261913,10.674938100173865,19.25318157002853,6.241979256721346,10.030883706609416,19.18116741521474,22.430799479972464,19.02820968713982,17.306110305670554,16.193377826464268,9.128868057795435,13.680934749631747,15.236167374241274,24.34273335731349,20.06170973741077,7.421759067823595,19.94450381636877,15.6895063175021,13.938467998164247,21.67005773304521,24.185997134975704,23.587680714697193,12.964694860664169,16.144725744892714,19.987580588421384,23.853270762734155,0
15.12495457292826,16.886046140017097,11.36199015596383,10.822760255515975,22.875154934365188,26.137440171424938,17.567939270517996,24.021197387352142,20.169816150285804,14.129281472369254,20.168373633050482,27.228219398795815,17.78504376534029,27.387861934884036,2.2815293754615333,22.931415026251344,18.522282409429025,16.205955897204795,18.550564659213013,6.074586512394643,16.68196867297493,20.142675429070476,26.867364268449094,14.890378690358116,13.149038382640873,14.989457738492781,23.49241270621244,19.972506657958107,14.821438777397766,21.079604598680135,0
15.485387746740201,19.843224952664446,11.489734530613237,13.361689267011158,13.039459234339212,7.682425259339407,16.48060138532288,16.305276360899448,15.025567283212304,13.827064333124266,7.923146289747929,12.896773386173205,13.286427417366152,10.988613653891905,14.193571441669954,17.020254284072692,24.43092950605265,15.872889064159194,16.28775195361382,14.627770421169163,5.406143923504793,14.867430622753915,15.301151049705132,27.31621056242643,14.038195176094387,16.507736711668063,14.826441151473784,9.156609811902339,20.714114072575104,18.759665163433873,1
22.746191682258278,12.543675271231566,26.416765865616593,9.588893623246316,21.52114256280162,31.142733754859872,12.056782049215869,14.602213622383367,18.597908190525846,14.979146075302804,8.696019413603205,18.411377848836164,11.626177717643369,20.841554583811092,12.483454594597182,27.299606430105236,13.300480245982577,16.067630902765945,22.881103304218016,10.61481410139627,19.364759607624773,25.842856525694568,8.355100592632635,19.107803151193824,19.55929676549054,22.69093723066386,10.578295734731508,10.077260321494341,21.131649393701384,19.781908039399116,0
19.502957102075257,20.07868925698185,13.919851670529056,19.39352218296602,19.758434839792084,13.713891491841792,29.19464706686854,20.842997525470725,10.852179016784108,21.939321651802977,12.151909978636072,22.72250762245471,24.951573474044423,13.075906089889736,23.78025677546593,20.47668556161899,22.93236095996694,29.380757895923683,16.52767130398278,13.477583013855062,12.662913422246861,13.10513829020737,17.537389743515376,20.046911848899864,19.660144795980116,22.96309949421614,18.078011351267442,26.7212044629439,16.412059000572263,34.32101499953772,0
21.754004086590037,12.857054661502303,11.574645011633326,20.89483449145911,16.659223288044895,22.28400296455255,20.839425747441272,17.563026524058763,12.91923769158957,8.910916651884813,15.320910287597874,23.138392765940832,19.284562464781224,10.525567327728071,19.039085555107093,20.31190427837302,12.696855382793203,18.922350635673165,18.349252310676,11.14217821301626,20.1467241620897,21.364707158209406,24.49830745905166,24.322812312209418,9.733983792257453,12.373049760509263,21.09021160325196,21.08271570547325,21.090286117836285,41.11638894392833,0
17.854452553465833,20.677828200902994,19.770008817466014,18.25695625652899,13.423653776798272,18.794846102466337,11.13587392731214,13.815906966299956,12.573182260854482,15.409370696931612,26.573292833367542,5.663674037041259,18.43130095187257,6.936420644051742,12.640340671052833,20.444752984836832,15.321400095477314,9.611276110353469,11.423481453700159,18.39798874467338,11.348166841414317,16.082292947909874,15.227859199519068,11.741998261970915,25.719720446626628,18.169595111590056,4.874287066711965,15.932271573847139,11.69106767615806,19.26216667398112,1
13.244875569403796,17.311581351198605,21.029923673882745,23.194531165020727,10.798221557665341,15.992992584954308,15.150328133034263,14.080024604557728,28.59272544168658,20.42989026576573,10.434696273989728,23.507171682328654,30.732937182075798,24.19479156330688,8.88378020427592,15.09459556280249,25.601466895119735,13.753983206287314,20.66291656887737,22.647804320576018,12.438417170531501,17.6428478636292,1.447604040414437,11.853674151994262,16.48459109164104,10.513300908210903,27.79446782358981,9.419151732236204,15.359733079818096,18.78444346371655,0
22.206366445330577,7.8206892441028035,20.815818760774796,15.051165305097935,10.092456744760245,17.310517371316354,15.995298477867351,11.998915614206027,15.349010424950094,13.0734320156912,15.56758672625624,18.310653372605234,22.93008408072676,8.810922505865754,25.665166873281333,5.239561002387491,14.241074524822084,17.941586032422883,16.404959338675162,11.886502400897031,13.959388748213623,12.534995326705836,12.053176215278942,19.248010485105123,16.785077429825236,11.53545202369673,19.497999377166252,16.536497604383047,19.0643105941948,18.14814420961806,1
10.855024945389639,12.199094799015153,18.736468025616308,18.051851327167324,14.895492030179259,15.58663691654391,21.388324478942124,12.042143055820851,17.735486905850188,13.98903673783053,13.911593983863899,20.49388425993595,19.12708174494015,19.067548180003193,21.527394035771646,15.105019208163796,18.40976485647482,13.44866621703272,16.62083176244221,14.349284728161576,15.484979824963592,17.97578512718457,10.908896583832638,25.461936378427303,9.96991309250149,8.92905693606134,20.790554367500338,18.95831346981468,18.120599085260775,18.1417275463214,1
14.938766135765427,10.513728142570843,15.379022790968632,11.614191442439441,19.875598667088756,14.264713092489307,10.872514016037442,13.393070791735033,17.06465727137812,12.181377235980126,10.888898022167844,16.218436057459563,16.224832855543614,12.46528412314435,12.644808471908386,16.16024968678818,7.759578292513379,7.962681128117223,11.40777889373782,13.932764241440763,16.554537827990025,22.376781084747762,19.288298116010097,14.200307350182864,14.904918960486556,9.987353176810956,14.90743432003805,13.556706805399308,16.613592801690448,10.863845282238385,1
